Name,Genre
Mercury Meltdown,Action
Broken Helix,Action
Crazy Chicken: Pharaohs Treasure,Puzzle
Brave: A Warriors Tale,Action
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,Role-Playing
Myst III: Exile,Adventure
Hajime no Ippo Portable: Victorious Spirits,Fighting
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,Fighting
CMT Presents: Karaoke Revolution Country,Misc
Brave: A Warriors Tale,Action
Rooms: The Main Building,Adventure
Jumble Madness,Puzzle
Brain Quest: Grades 3 & 4,Misc
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,Role-Playing
Fatal Frame,Action
Vitamin X to Z,Adventure
Tom Clancys Ghost Recon: Advanced Warfighter,Shooter
Urban Chaos: Riot Response,Shooter
Jacqueline Wilsons Tracy Beaker: The Game,Misc
Teenage Mutant Ninja Turtles II: Back from the Sewers,Action
Ivy the Kiwi?,Puzzle
Honeycomb Beat,Puzzle
Resident Evil 2,Action
F1 2015,Racing
Real Bout Garou Densetsu Special: Dominated Mind,Fighting
Chaos;Child,Adventure
Winter Sports 2: The Next Challenge,Sports
Wasteland 2,Role-Playing
Minna no Sukkiri,Sports
Catwoman,Action
Aquarium by DS,Simulation
The Amazing Spider-Man 2 (2014),Action
MX vs. ATV Supercross Encore,Sports
Top Gun: Hard Lock,Action
Warriors Orochi 2,Action
Mana Khemia: Alchemists of Al-Revis,Role-Playing
Flips Twisted World,Platform
Burning Rangers,Platform
Saki: Zenkoku-hen,Misc
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,Action
Interplay Sports Baseball 2000,Sports
Zone of the Enders: The Fist of Mars,Role-Playing
Animorphs: Shattered Reality,Action
Gun Showdown,Action
Eikan wa Kimini 2002: Koshien no Kodou,Sports
Teenage Mutant Ninja Turtles: Tournament Fighters,Fighting
Terminator 3: Rise of the Machines,Action
Utawarerumono: Futari no Hakuoro,Misc
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,Misc
G1 Jockey 2,Sports
Tiger Woods PGA Tour 08,Sports
F1 2016 (Codemasters),Racing
Mobile Ops: The One Year War,Simulation
Constantine,Action
Tom Clancys Splinter Cell: Double Agent,Action
S.T.A.L.K.E.R.: Shadow of Chernobyl,Shooter
Senritsu no Stratus,Role-Playing
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,Fighting
Gormiti: The Lords of Nature!,Adventure
Monkey Island: Special Edition Collection,Adventure
Samurai Shodown Anthology,Fighting
Nanostray,Shooter
MotoGP 15,Racing
Tropico 5,Simulation
Wantame Fortune Channel,Misc
Evangelion: Jo,Action
Ataris Greatest Hits: Volume 2,Misc
PAC-MAN and the Ghostly Adventures,Platform
Samurai Jack: The Shadow of Aku,Action
Bleach: Blade Battlers 2nd,Fighting
Kamen Rider Kabuto,Action
Men in Black The Series: Crashdown,Shooter
Zero Divide,Fighting
Winx Club: Quest for the Codex,Action
FIFA Street,Sports
Real Soccer 2009,Sports
Tsugunai: Atonement,Role-Playing
Rugby World Cup 2015,Sports
Lost Kingdoms II,Role-Playing
Aggressive Inline,Sports
Viewtiful Joe: Red Hot Rumble,Action
Rugby World Cup 2015,Sports
X-Men: Destiny,Action
Blade Dancer: Lineage of Light,Role-Playing
Kaite Shabette Hajimeyou! Monster Farm DS,Role-Playing
The Sims 2: University,Simulation
Ride 2,Racing
Generation of Chaos,Role-Playing
Pro Yaky? Spirits 2012,Sports
Batman: A Telltale Game Series,Adventure
Harry Potter and the Sorcerers Stone,Action
Broken Sword II: The Smoking Mirror,Adventure
SD Gundam G Generation Wars,Strategy
World Championship Athletics,Sports
Pump It Up: Exceed,Misc
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,Action
Adventure Time: Finn & Jake Investigations,Action
Wreckless: ThE YaKuza MisSiOns,Racing
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",Misc
TOCA Race Driver 2: Ultimate Racing Simulator,Racing
Girls RPG: Cinderellife,Role-Playing
Dr. Muto,Platform
Tom Clancys Rainbow Six: Critical Hour,Shooter
Handball 16,Sports
Scrabble Blast!,Misc
Remember Me,Action
Omega Labyrinth,Role-Playing
Scurge: Hive,Action
Nobunaga no Yabou: Souzou,Strategy
Fate/Stay Night [R\xc3\xa9alta Nua],Adventure
12-Sai. Koisuru Diary,Adventure
Gintama no Sugoroku,Action
Men of War: Assault Squad,Strategy
The Lord of the Rings: Aragorns Quest,Action
NHL Legacy,Action
Myst,Adventure
Doraemon 4: Nobita to Toki no Okoku,Platform
Winx Club: Mission Enchantix,Adventure
Toaru Kagaku no Chou Denjihou,Adventure
Starwinder: The Ultimate Space Race,Racing
Dead or Alive Xtreme 3: Fortune,Sports
Challenge Me: Brain Puzzles 2,Puzzle
Angelique Trois,Adventure
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,Action
Zendoku,Puzzle
Dance Dance Revolution: Mario Mix (JP sales),Simulation
Champion Jockey: G1 Jockey & Gallop Racer,Sports
FIFA Soccer 06,Sports
A-Train 6,Strategy
Shantae and the Pirates Curse,Platform
Meitantei Conan: Tantei Ryoku Trainer,Misc
Sesame Street: Cookies Counting Carnival,Misc
MotoGP,Racing
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",Sports
ESPN International Winter Sports 2002,Sports
Dino Pets,Simulation
KimiKiss (ebKore+),Adventure
Gold and Glory: The Road to El Dorado,Adventure
Choro Q Marine: Q Boat,Racing
NBA Live 07,Sports
BattleBots: Beyond the BattleBox,Action
Operation Flashpoint: Dragon Rising,Shooter
Yuugen Gaisha Brave Company,Strategy
The Saboteur,Action
Dead Rising,Action
Diva Girls: Divas on Ice,Sports
Mighty Beanz: Pocket Puzzles,Puzzle
Ken to Mahou to Gakuen Mono. 3D,Role-Playing
Ride to Hell,Racing
Dreamer Series: Babysitter,Simulation
Ghostbusters (2016),Action
The King of Fighters 96,Fighting
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,Action
Friends: The One with All the Trivia,Misc
Mame Goma 2: Uchi no Ko ga Ichiban!,Simulation
Backyard NFL Football 08,Sports
Gunbird,Shooter
Dream C Club Portable,Simulation
Hail to the Chimp,Misc
Warriors: Legends of Troy,Action
Elemental Gearbolt,Shooter
Tom Clancys Rainbow Six 3,Shooter
New Prince of Tennis: Go to the Top,Action
WWF Wrestlemania: The Arcade Game,Fighting
Dungeon Explorer: Warriors of Ancient Arts,Role-Playing
Cabelas Big Game Hunter 2005 Adventures,Sports
Mega Man 8 Anniversary Collectors Edition,Platform
Titan Quest,Role-Playing
V-Rally 3,Racing
Whiplash,Racing
Gothic 3,Role-Playing
Pro Yakyuu Famista 2011,Sports
Impact Racing,Racing
Mirrors Edge,Platform
Space Chimps,Platform
Amazing Island,Strategy
Izuna 2: The Unemployed Ninja Returns,Role-Playing
SeaBlade,Shooter
Jikkyou Powerful Pro Yakyuu DreamCast Edition,Sports
Carmen Sandiego: The Secret of the Stolen Drums,Action
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,Role-Playing
Uta no Prince-Sama: Music 3,Action
Point Blank DS (US sales),Shooter
Gal Gun: Double Peace,Action
Ski Region Simulator,Simulation
Game of Thrones (Telltale),Adventure
MotoGP 4 - Official Game of MotoGP,Racing
Roogoo Twisted Towers,Puzzle
Kyoukai Senjou no Horizon Portable,Adventure
History Great Empires: Rome,Strategy
R.B.I. Baseball 2016,Sports
Shining Force III: Scenario 2,Strategy
Luminous Arc Infinity,Action
Chuck E. Cheeses Playhouse,Misc
Worms World Party,Strategy
Medabots: Metabee,Role-Playing
Alvin and the Chipmunks,Misc
Final Fight: Streetwise,Action
Speed Kings,Racing
SpongeBob SquarePants: Planktons Robotic Revenge,Shooter
Rebelstar: Tactical Command,Strategy
Dungeon Keeper 2,Action
Pucca Power Up,Platform
F1 2010,Racing
Gladiator: Sword of Vengeance,Action
Samurai Warriors 4-II,Action
Monster High: New Ghoul in School,Action
Enemy Front,Shooter
Minna to Kimi no Piramekino!,Misc
Bombastic,Puzzle
Kid Fit Island Resort,Sports
My Amusement Park,Misc
NHL Powerplay 98,Sports
Chocolatier,Misc
Olympic Soccer: Atlanta 1996,Sports
Samurai Dou Portable,Action
Coraline,Action
Phantasy Star Online Episode I & II Plus,Role-Playing
To Heart 2: Dungeon Travelers,Adventure
Major League Baseball 2K11,Sports
Front Mission 2089: Border of Madness,Strategy
Dual Hearts,Role-Playing
NFL Quarterback Club 2002,Sports
Xiaolin Showdown,Action
Wing Commander: Prophecy,Simulation
Drivers Ed Portable,Misc
Marc Eckos Getting Up: Contents Under Pressure,Action
"Murder, She Wrote",Adventure
Sega Soccer Slam,Sports
Captain America: Super Soldier,Action
Deus Ex: Mankind Divided,Role-Playing
Vertigo,Strategy
Hakuouki: Reimeiroku,Adventure
Resident Evil 6,Shooter
Blood Omen 2,Action
GunPey,Puzzle
Unsolved Crimes,Adventure
The Lost Chronicles of Zerzura,Adventure
Air Conflicts: Aces of World War II,Simulation
Shin Sangoku Musou 5 Empires,Action
BlowOut,Shooter
Carve,Racing
Front Mission Evolved,Shooter
GachiTora! Abarenbou Kyoushi in High School,Action
McDROID,Strategy
Mega Minis Volume 3,Misc
WTA Tour Tennis,Sports
Bottom of the 9th 99,Sports
Kamen Rider: Battride War Genesis,Action
Dynasty Warriors 5,Action
Famicom Mini: Dig Dug,Puzzle
FIFA Soccer 2003,Sports
Naval Ops: Commander,Simulation
4 Elements,Puzzle
Nobunagas Ambition: Sphere of Influence,Strategy
Airline Tycoon 2,Simulation
Virtual Villagers: A New Home,Simulation
Activision Hits: Remixed,Misc
Defendin De Penguin,Strategy
Murdered: Soul Suspect,Action
Psycho-Pass: Mandatory Happiness,Adventure
Bleach: Blade Battlers,Fighting
Batman: A Telltale Game Series,Adventure
Rez,Shooter
MLB SlugFest 2006,Sports
Goosebumps: The Game,Adventure
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,Misc
Lufia: The Ruins of Lore,Role-Playing
UEFA Euro 2004: Portugal,Sports
PopStar Guitar,Misc
Taito Legends Power Up,Action
Shaman King: Soul Fight,Platform
Samurai Deeper Kyo,Fighting
Petz Bunnyz Bunch,Simulation
Medabots: Infinity,Role-Playing
My Fitness Coach: Clu,Sports
Duke Nukem 3D: 20th Anniversary World Tour,Shooter
IL-2 Sturmovik: Cliffs of Dover,Simulation
Zapper: One Wicked Cricket!,Platform
Jirou Akagawa: Majotachi no Nemuri,Adventure
Bust-A-Bloc,Puzzle
Sitting Ducks,Platform
Puyo Puyo 7,Puzzle
Walt Disney Pictures Presents Enchanted,Platform
NFL Blitz Pro,Sports
Pretty Cure All Stars Everyone Gather ? Lets Dance!,Misc
Mountain Bike Adrenaline,Sports
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,Action
Winning Post 8 ,Racing
Death Jr. II: Root of Evil,Platform
Hi-Octane: The Track Fights Back!,Racing
Warhammer: The End Times - Vermintide,Action
Black Sigil: Blade of the Exiled,Role-Playing
Medal of Honor: Airborne,Shooter
Wakeboarding Unleashed Featuring Shaun Murray,Sports
Touch N Play Collection,Misc
Doraemon 2: Nobita no Toizurando Daibouken,Role-Playing
Samurai Champloo: Sidetracked,Action
Drill Dozer,Platform
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,Action
Fatal Fury: Wild Ambition,Fighting
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,Action
Mister Slime,Action
Learn Science,Misc
Dengeki Gakuen RPG: Cross of Venus,Role-Playing
Match 3 Madness,Puzzle
Judge Dredd,Platform
Minna no Ennichi,Action
Domino Rally,Action
King Arthur,Action
Bass Rise,Sports
Dynamite Headdy,Platform
Choujikuu Yousai Macross: Do You Remember Love,Shooter
Countdown: The Game,Puzzle
Arcania: Gothic 4,Role-Playing
Rockin Pretty,Misc
Rhapsody: A Musical Adventure,Role-Playing
Persona 2: Eternal Punishment,Role-Playing
Dragons Lair 3D: Return to the Lair,Platform
Growlanser: Heritage of War (jp sales),Role-Playing
Sled Shred featuring the Jamaican Bobsled Team,Sports
Myst IV: Revelation,Adventure
Jake Power: Policeman,Adventure
Pachinko Wars II,Misc
The Nightmare of Druaga: Fushigino Dungeon,Role-Playing
WRC 5: FIA World Rally Championship,Sports
Animal Planet: Vet Collection,Simulation
Lernerfolg Vorschule: Captn Sharky,Misc
Virtua Striker 2002,Sports
UEFA Champions League 2006-2007,Sports
Fate/Unlimited Codes Portable,Fighting
Centipede: Infestation,Shooter
Game no Kanzume Vol 2,Misc
Aliens in the Attic,Action
Disney's PK: Out of the Shadows,Platform
JoJo no Kimy? na B?ken Fantomu Buraddo,Action
The Idolmaster 2,Simulation
Hunted: The Demons Forge,Action
Powerdrome,Racing
Dreamer Series: Puppy Trainer,Simulation
SingStar Mallorca Party,Misc
Pro Yakyuu Spirits 5 Kanzenban,Sports
Shin Sangoku Musou 5 Special,Action
Pony Friends: Mini Breeds Edition,Simulation
Major Minors Majestic March,Misc
Otogi 2: Immortal Warriors,Action
Legend of Kay,Action
Lucha Libre AAA: Heroes del Ring,Fighting
Piglets Big Game,Platform
Tom Clancys HAWX 2,Action
Myth Makers: Orbs of Doom,Puzzle
Fallout: Brotherhood of Steel,Role-Playing
Koi to Senkyo to Chocolate Portable,Adventure
Strawberry Shortcake: Strawberryland Games,Action
IndyCar Series,Racing
Sword Art Online: Game Directors Edition,Role-Playing
Ultra Bust-A-Move,Puzzle
Rally Fusion: Race of Champions,Racing
Sherlock Holmes: Crimes & Punishments,Adventure
Homefront: The Revolution,Shooter
Piglets Big Game,Platform
Jewel Quest 5: The Sleepless Star,Action
Mortal Kombat X,Fighting
Pinball Hall of Fame: The Gottlieb Collection,Misc
Ferrari F355 Challenge,Racing
My Horse & Me: Riding for Gold,Sports
Cities in Motion,Simulation
Mr Beans Wacky World of Wii,Adventure
Princess on Ice,Sports
Tiny Toon Adventures: Toonenstein - Dare to Scare,Action
Samantha Swift and the Hidden Roses of Athena,Adventure
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,Fighting
Shifters,Adventure
RPG Tsukuru DS,Role-Playing
Venetica,Role-Playing
TNA iMPACT: Cross the Line,Fighting
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,Role-Playing
Jewel Legends: Tree of Life,Puzzle
Kamen Rider: Dragon Knight,Fighting
The BIGS 2,Sports
Sacred 3,Role-Playing
Captain America: Super Soldier,Action
Lagoon,Role-Playing
DoDonPachi Resurrection,Shooter
MorphX,Shooter
Trick x Logic: Season 1,Adventure
Mawashite Tsunageru Touch Panic,Puzzle
Monster! Bass Fishing,Sports
Sigma Star Saga,Role-Playing
Winning Post 7 2010,Sports
Air Traffic Chaos,Simulation
Imagine Animal Doctor Care Center,Simulation
Batman: Gotham City Racer,Racing
Sengoku Basara X,Fighting
Imagine: Party Planner,Simulation
Doraemon: Nobita no Kyouryuu 2006 DS,Role-Playing
Ontamarama,Action
DokiDoki Majo Shinpan!,Adventure
Starry ? Sky: In Spring,Misc
FIFA Soccer 2004,Sports
The Bureau: XCOM Declassified,Shooter
Armored Core: Formula Front Extreme Battle,Simulation
Pawly Pets: My Vet Practice,Strategy
Steins;Gate 0,Adventure
Downforce,Racing
Little Busters! Converted Edition,Adventure
Pet Pals: New Leash on Life,Simulation
Metal Slug Anthology,Shooter
Hysteria Hospital: Emergency Ward,Action
Disney's Party,Misc
Nanostray 2,Shooter
Tennis no Oji-Sama: 2005 Crystal Drive,Sports
Summon Night X: Tears Crown,Role-Playing
Dokapon Journey,Role-Playing
Back to the Future: The Game,Adventure
Taiho Shichauzo!,Adventure
Phantom Crash,Simulation
Yanya Caballista: City Skater,Sports
Expendable,Action
SeaWorld Adventure Parks: Shamus Deep Sea Adventure,Adventure
The Idolmaster: Gravure For You! Vol. 2,Misc
Thunder Force V: Perfect System,Shooter
Arthur! Ready to Race,Racing
The Typing of the Dead,Shooter
Ride,Racing
The Idolm@ster: Dearly Stars,Adventure
Sam & Max: Beyond Time and Space,Adventure
Over the Hedge: Hammy Goes Nuts!,Platform
Miitopia,Strategy
Bakemonogatari Portable,Action
Resident Evil Directors Cut,Action
Jenga World Tour,Misc
Super Heroine Chronicle,Role-Playing
Tenchu: Dark Secret,Action
Prism: Light the Way,Puzzle
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,Misc
Shrek Super Party,Misc
Bakusou Kyoudai Lets & Go!! Eternal Wings,Racing
Top Spin 2,Sports
Monster 4x4: Masters of Metal,Racing
Imagine: Artist,Misc
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,Action
NHL Blades of Steel 99,Sports
Second Sight,Adventure
Philosoma,Shooter
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,Misc
Puyo Pop,Puzzle
Marriage Royale: Prism Story,Adventure
Kamiwaza,Action
Bejeweled Twist,Puzzle
Arcana Heart 3,Fighting
Rave Master,Fighting
GRID,Racing
Grand Ages: Medieval,Strategy
Kinnikuman Muscle Grand Prix Max,Fighting
Suzuki Super-Bikes II: Riding Challenge,Racing
Ivy the Kiwi?,Puzzle
Medal of Honor: European Assault (weekly JP sales),Shooter
Jim Hensons Muppets in Spy Muppets: License to Croak,Action
Hail to the Chimp,Misc
Jewel Master: Cradle of Persia,Puzzle
Alias,Action
Super Robot Taisen Neo,Strategy
Utawarerumono: Itsuwari no Kamen,Adventure
The Mysterious Case of Dr. Jekyll and Mr. Hyde,Adventure
ESPN International Winter Sports 2002,Sports
Hercules: The Legendary Journeys,Role-Playing
Fighter Destiny 2,Fighting
Blues Brothers 2000,Platform
Metal Max 2 Reloaded,Role-Playing
Dual Heroes,Fighting
Chameleon Twist 2,Platform
OutRun 2006: Coast 2 Coast,Racing
All Star Tennis 99,Sports
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,Misc
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,Misc
Winning Post World,Sports
Tokyo Ghoul: Jail,Racing
Arx Fatalis,Role-Playing
Slam Dunk SD Heat Up!!,Sports
TrackMania Turbo: Build to Race,Racing
Dead in the Water,Action
Winning Post 7 2013,Sports
Beyblade Evolution,Action
Detective Conan: Prelude from the Past,Action
Zumba Fitness Core,Misc
Dr. Seuss: Green Eggs and Ham,Action
Atelier Rorona: Alchemist of Arland,Role-Playing
Guilty Gear Dust Strikers,Fighting
Dark Summit,Sports
Orcs & Elves,Role-Playing
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,Adventure
Star Wars: Republic Commando,Shooter
Turbo Turtle Adventure,Puzzle
Sengoku Basara 4: Sumeragi,Action
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,Adventure
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,Misc
Corpse Party: Blood Covered - Repeated Fear,Adventure
Kart Racer,Racing
Chronicles of the Sword,Adventure
The Lost Vikings,Puzzle
Keiba Eight Special,Sports
Sherlock Holmes: Crimes & Punishments,Adventure
Plants vs. Zombies,Strategy
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,Platform
Harukanaru Toki no Naka de 3,Adventure
Plants vs. Zombies: Garden Warfare 2,Shooter
Kamen Rider: Battride War Genesis,Action
Reel Fishing: The Great Outdoors,Sports
Guild 01,Action
Tour de France 2011,Racing
Transport Fever,Simulation
Durarara!! 3-way Standoff,Adventure
Ty the Tasmanian Tiger 3: Night of the Quinkan,Action
Tokimeki Memorial Girls Side 2nd Kiss,Adventure
Arslan: The Warriors of Legend,Action
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,Role-Playing
Hokuto no Ken,Fighting
George of the Jungle and the Search for the Secret,Platform
PQ2: Practical Intelligence Quotient,Puzzle
Secret Files: Tunguska,Adventure
Hotel for Dogs,Simulation
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),Misc
Stretch Panic,Platform
Microsoft Flight Simulator X Acceleration Expansion Pack,Simulation
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,Role-Playing
Blazing Souls: Accelate,Role-Playing
Baku Baku,Puzzle
SD Gundam: Over Galaxian,Shooter
Natural Doctrine,Role-Playing
DiRT 2,Racing
Rogue Ops,Action
Smart Kids Party Fun Pak,Misc
Saints Row: Gat out of Hell,Action
Dream Salon,Misc
BeatMania IIDX 3rd Style,Simulation
Payday 2,Shooter
Hummer Badlands,Racing
Woody Woodpecker: Escape from Buzz Buzzard Park,Platform
Yoru no Nai Kuni,Role-Playing
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",Adventure
Furu Furu Park,Misc
Alter Echo,Shooter
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,Misc
BeatMania IIDX 4th Style: New Songs Collection,Simulation
G1 Grand Prix,Action
Impossible Mission,Platform
Around the World in 80 Days,Action
Houkago Shounen,Misc
Fishdom,Puzzle
Classic Dungeon X2,Role-Playing
Pinball Tycoon,Misc
Whirl Tour,Sports
Major League Baseball 2K11,Sports
Cartoon Network Block Party,Misc
Power Spike Pro Beach Volleyball,Sports
White Album: Tsuzurareru Fuyu no Omoide,Adventure
Harukanaru Toki no Naka de: Yumenoukihashi,Adventure
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,Misc
SD Gundam: Scad Hammers,Strategy
LEGO Friends,Action
Spitfire Heroes: Tales of the Royal Air Force,Simulation
Tsumiki: Block Drop Mania,Action
Super Bust-A-Move,Puzzle
ZooCube,Puzzle
Child of Light,Role-Playing
Stunt GP,Racing
Card Fight!! Vanguard G: Stride to Victory!!,Misc
NBA 2K,Sports
D.Gray-man: Kami no Shitotachi,Adventure
Strikers 1945,Shooter
Super Jinsei Game 2,Misc
Jikkyou Oshaberi Parodius,Shooter
World Series of Poker,Misc
Singularity,Shooter
J-League Winning Eleven 2010: Club Championship,Sports
Johnny Bazookatone,Platform
Star Ocean 5: Integrity and Faithlessness,Role-Playing
Reign of Fire,Shooter
Koihime Musou,Adventure
Nicktoons: Attack of the Toybots,Platform
Cartoon Network Racing,Action
Kekkon Zenya,Adventure
Ms Saga: A New Dawn,Role-Playing
Finny the Fish & the Seven Waters,Sports
Barnyard,Action
Atari Flashback Classics: Volume 1,Misc
The Grim Adventures of Billy & Mandy,Action
Next Generation of Chaos,Role-Playing
GrimGrimoire,Strategy
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,Misc
Rock of the Dead,Shooter
"Warhammer 40,000: Dawn of War",Strategy
TNA iMPACT: Cross the Line,Fighting
Freelancer,Simulation
Deadliest Catch: Alaskan Storm,Sports
Golden Axe: The Duel,Fighting
J-League 96 Dream Stadium,Sports
Capcom vs. SNK: Millennium Fight 2000 Pro,Fighting
Crime Life: Gang Wars,Action
Tokimeki Memorial: Girls Side 1st Love,Adventure
Stellaris,Strategy
Rugby 2005,Sports
LEGO The Hobbit,Action
Rock N Roll Racing,Racing
Taito Legends,Misc
LEGO Indiana Jones 2: The Adventure Continues,Action
Reader Rabbit 2nd Grade,Misc
Silhouette Mirage,Platform
Dynasty Warriors Vol. 2,Action
Treasure Report: Kikai Jikake no Isan,Adventure
Growlanser VI: Precarious World,Role-Playing
Block Kuzushi,Puzzle
Need for Speed Carbon,Racing
American Chopper 2: Full Throttle,Racing
American Bass Challenge,Sports
Rugby 06,Sports
Ultimate Ghosts n Goblins (JP sales),Platform
Fatal Frame II: Crimson Butterfly Directors Cut,Action
The Lord of the Rings: The Battle for Middle-Earth II,Strategy
2002 FIFA World Cup,Sports
Refrain no Chika Meikyuu to Majo no Ryodan,Action
Colin McRae Rally 2005,Racing
Venus & Braves: Majo to Megami to Horobi no Yogen,Role-Playing
Zoop,Puzzle
Saiyuki: Journey West,Strategy
Powerful Golf,Sports
Rock Band Country Track Pack 2,Misc
Detective Conan: Marionette Symphony,Adventure
Brothers: A Tale of Two Sons,Adventure
MTX Mototrax,Racing
Amnesia Crowd,Misc
American Chopper 2: Full Throttle,Racing
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,Misc
Monster Hunter Frontier Online,Role-Playing
Empire Earth,Strategy
Rain (2013),Adventure
Ribbit King,Sports
VR Soccer 96,Sports
Diabolik Lovers,Adventure
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,Action
Nobunagas Ambition: Sphere of Influence,Strategy
Summoner: A Goddess Reborn,Role-Playing
Pirates vs Ninja Dodgeball,Sports
Secret Service,Action
Yu-Gi-Oh! World Championship 2007,Strategy
Max & the Magic Marker,Platform
DuckTales: Remastered,Action
E.X. Troopers,Shooter
Worms Reloaded,Strategy
StarCraft,Strategy
Kiniro no Corda 2 Encore,Role-Playing
M&Ms Adventure,Adventure
ESPN Great Outdoor Games Bass 2002,Sports
Gaist Crusher,Action
Soul Eater: Plot of Medusa,Action
Rodea the Sky Soldier,Action
Shin Hayarigami,Adventure
Need for Speed Underground,Racing
Punch King,Fighting
World Championship Pool 2004,Sports
Bullet Girls 2,Action
V-Rally 3,Racing
Kakuto Chojin,Fighting
B-Boy,Misc
Beyond Oasis,Role-Playing
Virtua Tennis 3,Sports
Robotech: Invasion,Shooter
Wii de Asobu Chibi-Robo!,Adventure
Jewel Quest Mysteries,Puzzle
To Heart 2 DX Plus,Adventure
Romance of the Three Kingdoms VI: Awakening of the Dragon,Strategy
Hero Bank 2,Role-Playing
Far Cry,Shooter
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,Adventure
Frogger: Ancient Shadow,Platform
Naruto: Uzumaki Chronicles 2 (JP sales),Action
Snoopy vs the Red Baron,Adventure
Moon,Adventure
Pet Vet: Down Under,Simulation
Nobunagas Ambition: Sphere of Influence - Sengoku Risshiden,Misc
Clockwork Empires,Strategy
Razes Hell,Shooter
Gem Smashers,Platform
Shin Megami Tensei NINE,Role-Playing
Magic Carpet,Shooter
Ship Simulator Extremes,Simulation
Adventure Time: Explore the Dungeon Because I Dont Know!,Action
Hoshigami: Ruining Blue Earth,Role-Playing
GunPey DS,Puzzle
PriPara Mezameyo! Megami no Dress Design,Action
Kids Learn Music A+ Edition,Misc
Cabelas African Safari,Sports
Test Drive: Ferrari Legends,Racing
Puyo Puyo Tetris,Puzzle
Sushi Go-Round,Simulation
NightCaster II: Equinox,Action
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,Role-Playing
SD Gundam G Generation World,Strategy
Winter Sports 2011,Sports
Time Crisis: Project Titan,Shooter
The Sims,Simulation
Billy the Wizard: Rocket Broomstick Racing,Racing
Ys: The Ark of Napishtim,Role-Playing
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,Action
Crusader: No Remorse,Adventure
Black & Bruised,Fighting
Winter Sports 3: The Great Tournament,Sports
FIFA Soccer 10,Sports
World Series of Poker: Tournament of Champions 2007 Edition,Misc
Tom Clancys Rainbow Six: Lockdown,Shooter
Civilization Beyond Earth: Rising Tide,Strategy
Full Spectrum Warrior: Ten Hammers,Strategy
FIFA Manager 12,Sports
Turok: Dinosaur Hunter,Shooter
MiniCopter: Adventure Flight,Simulation
Balloon Pop,Puzzle
Taiko no Tatsujin Portable 2,Misc
Gitaroo Man,Misc
Age of Mythology: The Titans,Strategy
Super Bubble Pop,Puzzle
Dead Rising 2,Action
Code Lyoko,Action
Apassionata: Die Galanacht der Pferde,Simulation
Battleship / Connect Four / Sorry! / Trouble,Puzzle
World Championship Poker: Featuring Howard Lederer - All In,Misc
Time Travelers,Adventure
Amnesia Later,Misc
SpongeBob SquarePants: Planktons Robotic Revenge,Shooter
Test Drive Le Mans,Racing
Intellivision Lives!,Misc
